type,price,profit,pair,scenario,timeframe,ema1,ema2
SELL,9.7201,-2239.115389760449,SOLUSDT,StochRSI,1h,14,26
BUY,13.8677,,SOLUSDT,StochRSI,1h,14,26
SELL,16.2506,3903.8641324942982,SOLUSDT,StochRSI,1h,14,26
BUY,14.4699,,SOLUSDT,StochRSI,1h,14,26
SELL,13.7634,-1346.3056195637364,SOLUSDT,StochRSI,1h,14,26
BUY,14.1604,,SOLUSDT,StochRSI,1h,14,26
SELL,14.1652,-27.051215527571912,SOLUSDT,StochRSI,1h,14,26
BUY,14.3402,,SOLUSDT,StochRSI,1h,14,26
SELL,14.1514,-370.4891155486657,SOLUSDT,StochRSI,1h,14,26
BUY,12.93,,SOLUSDT,StochRSI,1h,14,26
SELL,13.2511,587.2832438171499,SOLUSDT,StochRSI,1h,14,26
BUY,13.5923,,SOLUSDT,StochRSI,1h,14,26
SELL,14.0753,875.5032896943085,SOLUSDT,StochRSI,1h,14,26
BUY,15.7535,,SOLUSDT,StochRSI,1h,14,26
SELL,14.421,-2280.6691783630304,SOLUSDT,StochRSI,1h,14,26
BUY,15.0,,SOLUSDT,StochRSI,1h,14,26
SELL,14.7932,-368.2560898125121,SOLUSDT,StochRSI,1h,14,26
BUY,13.9539,,SOLUSDT,StochRSI,1h,14,26
SELL,14.0794,181.29625849612785,SOLUSDT,StochRSI,1h,14,26
BUY,14.3258,,SOLUSDT,StochRSI,1h,14,26
SELL,14.1498,-329.3036709920343,SOLUSDT,StochRSI,1h,14,26
BUY,15.9642,,SOLUSDT,StochRSI,1h,14,26
SELL,14.9223,-1582.0404742401115,SOLUSDT,StochRSI,1h,14,26
BUY,14.8964,,SOLUSDT,StochRSI,1h,14,26
SELL,14.4264,-729.9333170609207,SOLUSDT,StochRSI,1h,14,26
BUY,14.8863,,SOLUSDT,StochRSI,1h,14,26
SELL,13.7952,-1600.161500193517,SOLUSDT,StochRSI,1h,14,26
BUY,13.7358,,SOLUSDT,StochRSI,1h,14,26
SELL,19.0029,7573.921361906312,SOLUSDT,StochRSI,1h,14,26
BUY,19.5086,,SOLUSDT,StochRSI,1h,14,26
SELL,19.4277,-151.9552572273642,SOLUSDT,StochRSI,1h,14,26
BUY,19.3454,,SOLUSDT,StochRSI,1h,14,26
SELL,23.0889,5232.165288151795,SOLUSDT,StochRSI,1h,14,26
BUY,24.396,,SOLUSDT,StochRSI,1h,14,26
SELL,27.4333,3995.8391648726683,SOLUSDT,StochRSI,1h,14,26
BUY,28.1748,,SOLUSDT,StochRSI,1h,14,26
SELL,27.5032,-919.9580482035162,SOLUSDT,StochRSI,1h,14,26
BUY,28.3369,,SOLUSDT,StochRSI,1h,14,26
SELL,27.0544,-1657.944510135938,SOLUSDT,StochRSI,1h,14,26
BUY,26.559,,SOLUSDT,StochRSI,1h,14,26
SELL,25.0809,-1932.8192878358968,SOLUSDT,StochRSI,1h,14,26
BUY,26.2793,,SOLUSDT,StochRSI,1h,14,26
SELL,25.6274,-837.2522362853888,SOLUSDT,StochRSI,1h,14,26
BUY,25.3046,,SOLUSDT,StochRSI,1h,14,26
SELL,31.0542,7025.139563431734,SOLUSDT,StochRSI,1h,14,26
BUY,30.6067,,SOLUSDT,StochRSI,1h,14,26
SELL,35.1265,5576.708041208949,SOLUSDT,StochRSI,1h,14,26
BUY,35.5267,,SOLUSDT,StochRSI,1h,14,26
SELL,45.335,12002.045939432486,SOLUSDT,StochRSI,1h,14,26
BUY,45.978,,SOLUSDT,StochRSI,1h,14,26
SELL,45.064,-1184.895030134001,SOLUSDT,StochRSI,1h,14,26
BUY,45.653,,SOLUSDT,StochRSI,1h,14,26
SELL,43.459,-2695.377650818089,SOLUSDT,StochRSI,1h,14,26
BUY,45.273,,SOLUSDT,StochRSI,1h,14,26
SELL,44.059,-1461.7564045182953,SOLUSDT,StochRSI,1h,14,26
BUY,43.293,,SOLUSDT,StochRSI,1h,14,26
SELL,42.643,-826.4386000349332,SOLUSDT,StochRSI,1h,14,26
BUY,43.95,,SOLUSDT,StochRSI,1h,14,26
SELL,44.627,693.3972718845544,SOLUSDT,StochRSI,1h,14,26
BUY,45.05,,SOLUSDT,StochRSI,1h,14,26
SELL,43.85,-1407.8803792310573,SOLUSDT,StochRSI,1h,14,26
BUY,43.897,,SOLUSDT,StochRSI,1h,14,26
SELL,43.089,-966.7670657475173,SOLUSDT,StochRSI,1h,14,26
BUY,43.564,,SOLUSDT,StochRSI,1h,14,26
SELL,44.159,586.3677822034078,SOLUSDT,StochRSI,1h,14,26
BUY,45.488,,SOLUSDT,StochRSI,1h,14,26
SELL,43.183,-2521.772656964684,SOLUSDT,StochRSI,1h,14,26
BUY,44.469,,SOLUSDT,StochRSI,1h,14,26
SELL,44.921,402.2904803216006,SOLUSDT,StochRSI,1h,14,26
BUY,43.865,,SOLUSDT,StochRSI,1h,14,26
SELL,41.327,-2744.3701973241114,SOLUSDT,StochRSI,1h,14,26
BUY,43.486,,SOLUSDT,StochRSI,1h,14,26
SELL,43.156,-391.6950933709013,SOLUSDT,StochRSI,1h,14,26
BUY,45.95,,SOLUSDT,StochRSI,1h,14,26
SELL,47.743,1624.3353847800463,SOLUSDT,StochRSI,1h,14,26
BUY,48.999,,SOLUSDT,StochRSI,1h,14,26
SELL,50.863,1641.4927869835083,SOLUSDT,StochRSI,1h,14,26
BUY,47.056,,SOLUSDT,StochRSI,1h,14,26
SELL,42.024,-5031.169734036281,SOLUSDT,StochRSI,1h,14,26
BUY,28.106,,SOLUSDT,StochRSI,1h,14,26
SELL,27.845,-442.63814310995804,SOLUSDT,StochRSI,1h,14,26
BUY,29.973,,SOLUSDT,StochRSI,1h,14,26
SELL,28.48,-2098.372884142307,SOLUSDT,StochRSI,1h,14,26
BUY,28.799,,SOLUSDT,StochRSI,1h,14,26
SELL,28.129,-958.9720486743026,SOLUSDT,StochRSI,1h,14,26
BUY,30.966,,SOLUSDT,StochRSI,1h,14,26
SELL,30.53,-587.0620370051474,SOLUSDT,StochRSI,1h,14,26
BUY,34.087,,SOLUSDT,StochRSI,1h,14,26
SELL,36.874,3000.1695661361155,SOLUSDT,StochRSI,1h,14,26
BUY,37.338,,SOLUSDT,StochRSI,1h,14,26
SELL,39.633,2422.391426109156,SOLUSDT,StochRSI,1h,14,26
BUY,39.685,,SOLUSDT,StochRSI,1h,14,26
SELL,38.235,-1621.8681551864283,SOLUSDT,StochRSI,1h,14,26
BUY,40.667,,SOLUSDT,StochRSI,1h,14,26
SELL,41.364,647.2856065349915,SOLUSDT,StochRSI,1h,14,26
BUY,38.266,,SOLUSDT,StochRSI,1h,14,26
SELL,39.445,1228.594957806381,SOLUSDT,StochRSI,1h,14,26
BUY,39.728,,SOLUSDT,StochRSI,1h,14,26
SELL,38.947,-905.6452175964951,SOLUSDT,StochRSI,1h,14,26
BUY,29.974,,SOLUSDT,StochRSI,1h,14,26
SELL,28.739,-1793.5542900223154,SOLUSDT,StochRSI,1h,14,26
BUY,30.044,,SOLUSDT,StochRSI,1h,14,26
SELL,32.78,3614.158696180144,SOLUSDT,StochRSI,1h,14,26
BUY,34.785,,SOLUSDT,StochRSI,1h,14,26
SELL,34.262,-721.8412754265664,SOLUSDT,StochRSI,1h,14,26
BUY,33.839,,SOLUSDT,StochRSI,1h,14,26
SELL,32.48,-1795.3071262459998,SOLUSDT,StochRSI,1h,14,26
BUY,33.643,,SOLUSDT,StochRSI,1h,14,26
SELL,33.976,351.7823903317694,SOLUSDT,StochRSI,1h,14,26
BUY,34.002,,SOLUSDT,StochRSI,1h,14,26
SELL,33.668,-468.66604706487124,SOLUSDT,StochRSI,1h,14,26
BUY,36.548,,SOLUSDT,StochRSI,1h,14,26
SELL,34.183,-2729.462503295603,SOLUSDT,StochRSI,1h,14,26
BUY,32.365,,SOLUSDT,StochRSI,1h,14,26
SELL,31.551,-1023.8616089050411,SOLUSDT,StochRSI,1h,14,26
BUY,31.085,,SOLUSDT,StochRSI,1h,14,26
SELL,29.142,-2398.9631381579093,SOLUSDT,StochRSI,1h,14,26
BUY,27.271,,SOLUSDT,StochRSI,1h,14,26
SELL,26.586,-931.968128727036,SOLUSDT,StochRSI,1h,14,26
BUY,25.763,,SOLUSDT,StochRSI,1h,14,26
SELL,27.0,1594.7179982650632,SOLUSDT,StochRSI,1h,14,26
BUY,28.75,,SOLUSDT,StochRSI,1h,14,26
SELL,28.107,-850.9488925318146,SOLUSDT,StochRSI,1h,14,26
BUY,29.777,,SOLUSDT,StochRSI,1h,14,26
SELL,27.624,-2576.3430843608476,SOLUSDT,StochRSI,1h,14,26
BUY,28.28,,SOLUSDT,StochRSI,1h,14,26
SELL,28.08,-274.3904191740003,SOLUSDT,StochRSI,1h,14,26
BUY,28.132,,SOLUSDT,StochRSI,1h,14,26
SELL,34.004,6656.864619377175,SOLUSDT,StochRSI,1h,14,26
BUY,35.036,,SOLUSDT,StochRSI,1h,14,26
SELL,33.929,-1278.8301900382648,SOLUSDT,StochRSI,1h,14,26
BUY,35.003,,SOLUSDT,StochRSI,1h,14,26
SELL,33.909,-1223.8880867519329,SOLUSDT,StochRSI,1h,14,26
BUY,35.494,,SOLUSDT,StochRSI,1h,14,26
SELL,38.603,3124.94206628987,SOLUSDT,StochRSI,1h,14,26
BUY,39.469,,SOLUSDT,StochRSI,1h,14,26
SELL,38.285,-1236.4154558692899,SOLUSDT,StochRSI,1h,14,26
BUY,39.246,,SOLUSDT,StochRSI,1h,14,26
SELL,41.436,2074.9388544463072,SOLUSDT,StochRSI,1h,14,26
BUY,43.615,,SOLUSDT,StochRSI,1h,14,26
SELL,66.989,21494.998269515425,SOLUSDT,StochRSI,1h,14,26
BUY,67.445,,SOLUSDT,StochRSI,1h,14,26
SELL,70.813,2993.618736610704,SOLUSDT,StochRSI,1h,14,26
BUY,71.535,,SOLUSDT,StochRSI,1h,14,26
SELL,71.8,148.93181689487392,SOLUSDT,StochRSI,1h,14,26
BUY,77.998,,SOLUSDT,StochRSI,1h,14,26
SELL,74.248,-3207.1252301954664,SOLUSDT,StochRSI,1h,14,26
BUY,75.842,,SOLUSDT,StochRSI,1h,14,26
SELL,74.612,-1085.6095015513056,SOLUSDT,StochRSI,1h,14,26
BUY,74.611,,SOLUSDT,StochRSI,1h,14,26
SELL,72.44,-1846.1188866013836,SOLUSDT,StochRSI,1h,14,26
BUY,72.37,,SOLUSDT,StochRSI,1h,14,26
SELL,67.42,-4096.339036955462,SOLUSDT,StochRSI,1h,14,26
BUY,74.92,,SOLUSDT,StochRSI,1h,14,26
SELL,111.06,26259.674064825515,SOLUSDT,StochRSI,1h,14,26
BUY,115.06,,SOLUSDT,StochRSI,1h,14,26
SELL,113.7,-1068.5414907245577,SOLUSDT,StochRSI,1h,14,26
BUY,114.48,,SOLUSDT,StochRSI,1h,14,26
SELL,140.42,17959.240646576247,SOLUSDT,StochRSI,1h,14,26
BUY,141.35,,SOLUSDT,StochRSI,1h,14,26
SELL,152.23,7382.203238173635,SOLUSDT,StochRSI,1h,14,26
BUY,168.81,,SOLUSDT,StochRSI,1h,14,26
SELL,162.0,-4385.40586807848,SOLUSDT,StochRSI,1h,14,26
BUY,191.02,,SOLUSDT,StochRSI,1h,14,26
SELL,188.55,-1442.9341161209886,SOLUSDT,StochRSI,1h,14,26
BUY,186.5,,SOLUSDT,StochRSI,1h,14,26
SELL,177.86,-4736.480487849301,SOLUSDT,StochRSI,1h,14,26
BUY,166.7,,SOLUSDT,StochRSI,1h,14,26
SELL,162.43,-2553.2620769809146,SOLUSDT,StochRSI,1h,14,26
BUY,161.29,,SOLUSDT,StochRSI,1h,14,26
SELL,157.56,-2255.5100280993065,SOLUSDT,StochRSI,1h,14,26
BUY,145.41,,SOLUSDT,StochRSI,1h,14,26
SELL,144.63,-606.916152925769,SOLUSDT,StochRSI,1h,14,26
BUY,136.74,,SOLUSDT,StochRSI,1h,14,26
SELL,138.12,774.3384626711777,SOLUSDT,StochRSI,1h,14,26
BUY,137.8,,SOLUSDT,StochRSI,1h,14,26
SELL,134.7,-2147.775226653248,SOLUSDT,StochRSI,1h,14,26
BUY,138.57,,SOLUSDT,StochRSI,1h,14,26
SELL,169.61,19528.418528372276,SOLUSDT,StochRSI,1h,14,26
BUY,158.77,,SOLUSDT,StochRSI,1h,14,26
SELL,158.37,-420.42961698000727,SOLUSDT,StochRSI,1h,14,26
BUY,151.04,,SOLUSDT,StochRSI,1h,14,26
SELL,146.4,-3430.9196866601123,SOLUSDT,StochRSI,1h,14,26
BUY,147.66,,SOLUSDT,StochRSI,1h,14,26
SELL,157.95,7059.6122132415185,SOLUSDT,StochRSI,1h,14,26
BUY,161.05,,SOLUSDT,StochRSI,1h,14,26
SELL,158.52,-1889.6103472952236,SOLUSDT,StochRSI,1h,14,26
BUY,172.43,,SOLUSDT,StochRSI,1h,14,26
SELL,196.12,14760.953668135044,SOLUSDT,StochRSI,1h,14,26
BUY,208.58,,SOLUSDT,StochRSI,1h,14,26
SELL,206.57,-1360.8451494038745,SOLUSDT,StochRSI,1h,14,26
BUY,196.91,,SOLUSDT,StochRSI,1h,14,26
SELL,198.07,547.3997159593273,SOLUSDT,StochRSI,1h,14,26
BUY,201.5,,SOLUSDT,StochRSI,1h,14,26
SELL,235.56,20530.462963648562,SOLUSDT,StochRSI,1h,14,26
BUY,245.75,,SOLUSDT,StochRSI,1h,14,26
SELL,249.3,1864.9941006981826,SOLUSDT,StochRSI,1h,14,26
BUY,246.71,,SOLUSDT,StochRSI,1h,14,26
SELL,246.85,-120.79574248727295,SOLUSDT,StochRSI,1h,14,26
BUY,241.67,,SOLUSDT,StochRSI,1h,14,26
SELL,234.94,-4232.903072157002,SOLUSDT,StochRSI,1h,14,26
BUY,235.51,,SOLUSDT,StochRSI,1h,14,26
SELL,238.2,1407.7950034960813,SOLUSDT,StochRSI,1h,14,26
BUY,214.41,,SOLUSDT,StochRSI,1h,14,26
SELL,212.84,-1237.8907529574062,SOLUSDT,StochRSI,1h,14,26
BUY,230.18,,SOLUSDT,StochRSI,1h,14,26
SELL,215.99,-8868.484987841744,SOLUSDT,StochRSI,1h,14,26
BUY,216.34,,SOLUSDT,StochRSI,1h,14,26
SELL,215.35,-787.8741835474211,SOLUSDT,StochRSI,1h,14,26
BUY,222.53,,SOLUSDT,StochRSI,1h,14,26
SELL,216.92,-3486.5828757741256,SOLUSDT,StochRSI,1h,14,26
BUY,212.1,,SOLUSDT,StochRSI,1h,14,26
SELL,190.5,-13166.837803337665,SOLUSDT,StochRSI,1h,14,26
BUY,202.15,,SOLUSDT,StochRSI,1h,14,26
SELL,212.75,5837.748294939025,SOLUSDT,StochRSI,1h,14,26
BUY,193.89,,SOLUSDT,StochRSI,1h,14,26
SELL,191.98,-1352.7329509114934,SOLUSDT,StochRSI,1h,14,26
BUY,191.56,,SOLUSDT,StochRSI,1h,14,26
SELL,190.45,-855.3616149272275,SOLUSDT,StochRSI,1h,14,26
BUY,173.28,,SOLUSDT,StochRSI,1h,14,26
SELL,164.82,-5927.0610784524615,SOLUSDT,StochRSI,1h,14,26
BUY,166.01,,SOLUSDT,StochRSI,1h,14,26
SELL,176.59,6986.735203268763,SOLUSDT,StochRSI,1h,14,26
BUY,179.27,,SOLUSDT,StochRSI,1h,14,26
SELL,183.02,2323.8585349630594,SOLUSDT,StochRSI,1h,14,26
BUY,178.88,,SOLUSDT,StochRSI,1h,14,26
SELL,180.05,623.8552322687756,SOLUSDT,StochRSI,1h,14,26
BUY,188.96,,SOLUSDT,StochRSI,1h,14,26
SELL,191.49,1462.6541346024896,SOLUSDT,StochRSI,1h,14,26
BUY,175.12,,SOLUSDT,StochRSI,1h,14,26
SELL,167.96,-5221.454121938717,SOLUSDT,StochRSI,1h,14,26
BUY,176.39,,SOLUSDT,StochRSI,1h,14,26
SELL,173.5,-2103.3332758203323,SOLUSDT,StochRSI,1h,14,26
BUY,145.21,,SOLUSDT,StochRSI,1h,14,26
SELL,135.44,-7978.252445580467,SOLUSDT,StochRSI,1h,14,26
BUY,141.93,,SOLUSDT,StochRSI,1h,14,26
SELL,140.37,-1340.8129292551457,SOLUSDT,StochRSI,1h,14,26
BUY,143.36,,SOLUSDT,StochRSI,1h,14,26
SELL,141.0,-1908.7875830641133,SOLUSDT,StochRSI,1h,14,26
BUY,143.16,,SOLUSDT,StochRSI,1h,14,26
SELL,135.52,-5747.816078603035,SOLUSDT,StochRSI,1h,14,26
BUY,140.96,,SOLUSDT,StochRSI,1h,14,26
SELL,146.67,3879.676151488791,SOLUSDT,StochRSI,1h,14,26
BUY,146.14,,SOLUSDT,StochRSI,1h,14,26
SELL,147.83,1047.6026844873122,SOLUSDT,StochRSI,1h,14,26
BUY,147.55,,SOLUSDT,StochRSI,1h,14,26
SELL,142.95,-3392.2270377420355,SOLUSDT,StochRSI,1h,14,26
BUY,140.41,,SOLUSDT,StochRSI,1h,14,26
SELL,138.0,-1870.3048453155643,SOLUSDT,StochRSI,1h,14,26
BUY,137.21,,SOLUSDT,StochRSI,1h,14,26
SELL,132.21,-3741.557720913581,SOLUSDT,StochRSI,1h,14,26
BUY,91.59,,SOLUSDT,StochRSI,1h,14,26
SELL,92.12,417.193151585132,SOLUSDT,StochRSI,1h,14,26
BUY,90.36,,SOLUSDT,StochRSI,1h,14,26
SELL,92.93,2583.7977790359873,SOLUSDT,StochRSI,1h,14,26
BUY,106.1,,SOLUSDT,StochRSI,1h,14,26
SELL,99.2,-6519.4601452183415,SOLUSDT,StochRSI,1h,14,26
BUY,104.92,,SOLUSDT,StochRSI,1h,14,26
SELL,112.88,6822.813201917554,SOLUSDT,StochRSI,1h,14,26
BUY,113.73,,SOLUSDT,StochRSI,1h,14,26
SELL,114.36,407.32729187689256,SOLUSDT,StochRSI,1h,14,26
BUY,114.07,,SOLUSDT,StochRSI,1h,14,26
SELL,111.79,-2114.181047437567,SOLUSDT,StochRSI,1h,14,26
BUY,96.71,,SOLUSDT,StochRSI,1h,14,26
SELL,100.12,3275.21456917224,SOLUSDT,StochRSI,1h,14,26
BUY,101.86,,SOLUSDT,StochRSI,1h,14,26
SELL,100.53,-1445.901453088387,SOLUSDT,StochRSI,1h,14,26
BUY,91.3,,SOLUSDT,StochRSI,1h,14,26
SELL,90.7,-785.8313265679899,SOLUSDT,StochRSI,1h,14,26
BUY,86.62,,SOLUSDT,StochRSI,1h,14,26
SELL,84.23,-2834.791917467359,SOLUSDT,StochRSI,1h,14,26
BUY,87.19,,SOLUSDT,StochRSI,1h,14,26
SELL,87.3,-13.278666545214946,SOLUSDT,StochRSI,1h,14,26
BUY,89.18,,SOLUSDT,StochRSI,1h,14,26
SELL,99.04,10362.707399360384,SOLUSDT,StochRSI,1h,14,26
BUY,83.6,,SOLUSDT,StochRSI,1h,14,26
SELL,83.38,-424.59275397834426,SOLUSDT,StochRSI,1h,14,26
BUY,88.19,,SOLUSDT,StochRSI,1h,14,26
SELL,83.2,-6079.857163642038,SOLUSDT,StochRSI,1h,14,26
BUY,81.75,,SOLUSDT,StochRSI,1h,14,26
SELL,81.68,-223.02631317007763,SOLUSDT,StochRSI,1h,14,26
BUY,82.16,,SOLUSDT,StochRSI,1h,14,26
SELL,81.16,-1337.7430214005726,SOLUSDT,StochRSI,1h,14,26
BUY,80.9,,SOLUSDT,StochRSI,1h,14,26
SELL,79.95,-1277.9527037895023,SOLUSDT,StochRSI,1h,14,26
BUY,83.61,,SOLUSDT,StochRSI,1h,14,26
SELL,85.73,2298.377030137446,SOLUSDT,StochRSI,1h,14,26
BUY,89.83,,SOLUSDT,StochRSI,1h,14,26
SELL,90.3,376.3344123969582,SOLUSDT,StochRSI,1h,14,26
BUY,90.07,,SOLUSDT,StochRSI,1h,14,26
SELL,99.23,9891.229358123062,SOLUSDT,StochRSI,1h,14,26
BUY,102.67,,SOLUSDT,StochRSI,1h,14,26
SELL,100.4,-2550.8785400401684,SOLUSDT,StochRSI,1h,14,26
BUY,106.0,,SOLUSDT,StochRSI,1h,14,26
SELL,110.22,4069.495423759232,SOLUSDT,StochRSI,1h,14,26
BUY,111.95,,SOLUSDT,StochRSI,1h,14,26
SELL,135.72,23204.557020219974,SOLUSDT,StochRSI,1h,14,26
BUY,132.83,,SOLUSDT,StochRSI,1h,14,26
SELL,131.51,-1510.1844840775593,SOLUSDT,StochRSI,1h,14,26
BUY,119.87,,SOLUSDT,StochRSI,1h,14,26
SELL,117.24,-3073.5941142422816,SOLUSDT,StochRSI,1h,14,26
BUY,111.73,,SOLUSDT,StochRSI,1h,14,26
SELL,111.05,-962.9600348414242,SOLUSDT,StochRSI,1h,14,26
BUY,112.74,,SOLUSDT,StochRSI,1h,14,26
SELL,109.96,-3326.4564483961876,SOLUSDT,StochRSI,1h,14,26
BUY,105.68,,SOLUSDT,StochRSI,1h,14,26
SELL,103.01,-3315.2862194282934,SOLUSDT,StochRSI,1h,14,26
BUY,104.07,,SOLUSDT,StochRSI,1h,14,26
SELL,100.18,-4692.931536962336,SOLUSDT,StochRSI,1h,14,26
BUY,101.89,,SOLUSDT,StochRSI,1h,14,26
SELL,101.53,-574.0398789462924,SOLUSDT,StochRSI,1h,14,26
BUY,101.94,,SOLUSDT,StochRSI,1h,14,26
SELL,100.15,-2194.7931568270287,SOLUSDT,StochRSI,1h,14,26
BUY,102.33,,SOLUSDT,StochRSI,1h,14,26
SELL,105.89,3791.6142447528837,SOLUSDT,StochRSI,1h,14,26
BUY,107.75,,SOLUSDT,StochRSI,1h,14,26
SELL,102.49,-5893.038394133662,SOLUSDT,StochRSI,1h,14,26
BUY,101.79,,SOLUSDT,StochRSI,1h,14,26
SELL,101.3,-692.782133334229,SOLUSDT,StochRSI,1h,14,26
BUY,100.71,,SOLUSDT,StochRSI,1h,14,26
SELL,96.53,-4752.874922687493,SOLUSDT,StochRSI,1h,14,26
BUY,99.22,,SOLUSDT,StochRSI,1h,14,26
SELL,98.04,-1409.5330360966473,SOLUSDT,StochRSI,1h,14,26
BUY,99.03,,SOLUSDT,StochRSI,1h,14,26
SELL,98.77,-421.2915528524172,SOLUSDT,StochRSI,1h,14,26
BUY,99.01,,SOLUSDT,StochRSI,1h,14,26
SELL,98.08,-1124.7572863565729,SOLUSDT,StochRSI,1h,14,26
BUY,89.79,,SOLUSDT,StochRSI,1h,14,26
SELL,87.86,-2359.999590799387,SOLUSDT,StochRSI,1h,14,26
BUY,87.84,,SOLUSDT,StochRSI,1h,14,26
SELL,87.91,-60.89071603032062,SOLUSDT,StochRSI,1h,14,26
BUY,70.83,,SOLUSDT,StochRSI,1h,14,26
SELL,66.9,-5726.014408131552,SOLUSDT,StochRSI,1h,14,26
BUY,49.07,,SOLUSDT,StochRSI,1h,14,26
SELL,47.85,-2493.467971108854,SOLUSDT,StochRSI,1h,14,26
BUY,51.09,,SOLUSDT,StochRSI,1h,14,26
SELL,53.29,3851.4045025215746,SOLUSDT,StochRSI,1h,14,26
BUY,54.35,,SOLUSDT,StochRSI,1h,14,26
SELL,51.16,-5786.858335108351,SOLUSDT,StochRSI,1h,14,26
BUY,51.6,,SOLUSDT,StochRSI,1h,14,26
SELL,50.16,-2652.889758782432,SOLUSDT,StochRSI,1h,14,26
BUY,51.53,,SOLUSDT,StochRSI,1h,14,26
SELL,50.09,-2578.577507361013,SOLUSDT,StochRSI,1h,14,26
BUY,50.88,,SOLUSDT,StochRSI,1h,14,26
SELL,49.89,-1779.1088305204757,SOLUSDT,StochRSI,1h,14,26
BUY,43.93,,SOLUSDT,StochRSI,1h,14,26
SELL,46.19,4179.447979728837,SOLUSDT,StochRSI,1h,14,26
BUY,38.49,,SOLUSDT,StochRSI,1h,14,26
SELL,39.12,1312.3908047813602,SOLUSDT,StochRSI,1h,14,26
BUY,40.28,,SOLUSDT,StochRSI,1h,14,26
SELL,39.4,-2069.110976064476,SOLUSDT,StochRSI,1h,14,26
BUY,29.5,,SOLUSDT,StochRSI,1h,14,26
SELL,28.41,-3333.94962434411,SOLUSDT,StochRSI,1h,14,26
BUY,34.27,,SOLUSDT,StochRSI,1h,14,26
SELL,31.09,-7875.004995569863,SOLUSDT,StochRSI,1h,14,26
BUY,31.58,,SOLUSDT,StochRSI,1h,14,26
SELL,30.98,-1545.1619077934884,SOLUSDT,StochRSI,1h,14,26
BUY,30.29,,SOLUSDT,StochRSI,1h,14,26
SELL,29.33,-2455.561073091376,SOLUSDT,StochRSI,1h,14,26
BUY,31.68,,SOLUSDT,StochRSI,1h,14,26
SELL,34.36,5968.7881693092495,SOLUSDT,StochRSI,1h,14,26
BUY,36.62,,SOLUSDT,StochRSI,1h,14,26
SELL,40.69,8527.392455311303,SOLUSDT,StochRSI,1h,14,26
BUY,33.66,,SOLUSDT,StochRSI,1h,14,26
SELL,32.84,-2221.2855571083637,SOLUSDT,StochRSI,1h,14,26
BUY,32.98,,SOLUSDT,StochRSI,1h,14,26
SELL,32.7,-830.9099072761746,SOLUSDT,StochRSI,1h,14,26
BUY,32.99,,SOLUSDT,StochRSI,1h,14,26
SELL,32.91,-318.2570769001177,SOLUSDT,StochRSI,1h,14,26
BUY,32.76,,SOLUSDT,StochRSI,1h,14,26
SELL,32.96,389.71208913455484,SOLUSDT,StochRSI,1h,14,26
BUY,33.4,,SOLUSDT,StochRSI,1h,14,26
SELL,33.34,-266.20522457650804,SOLUSDT,StochRSI,1h,14,26
BUY,35.4,,SOLUSDT,StochRSI,1h,14,26
SELL,37.79,5485.927901949675,SOLUSDT,StochRSI,1h,14,26
BUY,38.36,,SOLUSDT,StochRSI,1h,14,26
SELL,37.07,-3098.661736366237,SOLUSDT,StochRSI,1h,14,26
BUY,34.6,,SOLUSDT,StochRSI,1h,14,26
SELL,36.68,5011.980231770271,SOLUSDT,StochRSI,1h,14,26
BUY,39.4,,SOLUSDT,StochRSI,1h,14,26
SELL,38.83,-1433.992608670349,SOLUSDT,StochRSI,1h,14,26
BUY,41.63,,SOLUSDT,StochRSI,1h,14,26
SELL,43.41,3678.0258957597543,SOLUSDT,StochRSI,1h,14,26
BUY,43.29,,SOLUSDT,StochRSI,1h,14,26
SELL,40.2,-6740.080203630379,SOLUSDT,StochRSI,1h,14,26
BUY,40.77,,SOLUSDT,StochRSI,1h,14,26
SELL,38.71,-4459.52363438021,SOLUSDT,StochRSI,1h,14,26
BUY,36.67,,SOLUSDT,StochRSI,1h,14,26
SELL,41.89,11476.697652254094,SOLUSDT,StochRSI,1h,14,26
BUY,42.35,,SOLUSDT,StochRSI,1h,14,26
SELL,42.85,966.4592720782239,SOLUSDT,StochRSI,1h,14,26
BUY,40.17,,SOLUSDT,StochRSI,1h,14,26
SELL,39.79,-1019.330836418434,SOLUSDT,StochRSI,1h,14,26
BUY,40.33,,SOLUSDT,StochRSI,1h,14,26
SELL,40.99,1389.0959341018897,SOLUSDT,StochRSI,1h,14,26
BUY,41.36,,SOLUSDT,StochRSI,1h,14,26
SELL,42.74,3011.636045503852,SOLUSDT,StochRSI,1h,14,26
BUY,44.39,,SOLUSDT,StochRSI,1h,14,26
SELL,45.2,1637.8703599569126,SOLUSDT,StochRSI,1h,14,26
BUY,43.14,,SOLUSDT,StochRSI,1h,14,26
SELL,40.93,-5203.127370199974,SOLUSDT,StochRSI,1h,14,26
BUY,36.58,,SOLUSDT,StochRSI,1h,14,26
SELL,34.89,-4458.672739350281,SOLUSDT,StochRSI,1h,14,26
BUY,35.28,,SOLUSDT,StochRSI,1h,14,26
SELL,34.84,-1237.6778478655178,SOLUSDT,StochRSI,1h,14,26
BUY,35.84,,SOLUSDT,StochRSI,1h,14,26
SELL,35.06,-2038.0008890125173,SOLUSDT,StochRSI,1h,14,26
BUY,31.53,,SOLUSDT,StochRSI,1h,14,26
SELL,30.88,-1892.1853353473998,SOLUSDT,StochRSI,1h,14,26
