type,scenario,backtest_pair,ema_periods,price,profit,timeframe
BUY,StochRSI,SOLUSDT,"(26, 50)",177.62,nan,1d
SELL,StochRSI,SOLUSDT,"(26, 50)",181.96,9278.99320394569,1d
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",2.4247,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",2.9457,2131.717174879368,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",3.3824,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",3.2886,-352.9418261963747,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",3.7419,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",3.55,-619.7030956774634,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",4.023,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",4.1279,274.94911816496824,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",4.2351,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",6.157,5165.526479062939,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",6.1918,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",5.8898,-831.7275700348564,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",6.6617,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",8.9415,5366.5224504030575,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",8.912,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",8.6946,-544.4089529487101,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",9.0801,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",9.7201,1420.410015639296,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",13.8677,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.8442,-68.04990089617786,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",14.4699,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.8638,-948.5179767739573,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",12.8046,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",14.0292,1975.6014299897615,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",15.7535,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",14.421,-1972.277332131136,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",14.3883,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",14.1894,-319.2377108638393,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",14.1626,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",14.1498,-47.6011418775488,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",14.1576,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.9796,-287.88841948719346,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",15.9642,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",14.9223,-1354.2517884657937,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",14.8964,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",14.3816,-681.8601972236393,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",15.8839,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",19.0443,3611.6567990324766,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",22.8103,1687.5001186182199,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",25.6489,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",26.6006,841.6149658211361,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",28.1748,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",26.7951,-1229.6923105155438,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",27.0946,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",25.0809,-1755.6158568210958,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.8098,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",43.147,7608.344088578473,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",48.43,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",44.144,-2609.75143086139,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",45.612,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",43.881,-1039.8094197978462,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",44.469,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",41.403,-1785.7887587506011,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",46.47,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",43.156,-1716.224030911697,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",45.95,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",43.969,-974.3045534496559,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.203,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",27.845,-2280.126041092244,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.55,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",38.235,3922.9968618115745,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",38.616,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",37.519,-672.3641082195791,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",38.266,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",38.121,-113.59420790681179,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",39.533,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",38.871,-395.0703917542851,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",30.987,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",28.739,-1580.7184537339635,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.041,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",31.923,-100.65584225219209,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",34.785,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",32.197,-1493.0633588963465,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",34.786,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",33.834,-523.7671163250307,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",36.548,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",34.183,-1169.0419523322198,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",34.788,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",34.344,-233.9356626659992,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.085,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",29.142,-1040.543967268326,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",25.763,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",26.776,577.9893060477825,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",30.108,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",27.624,-1327.3789694430088,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",27.25,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",27.807,275.9612274009396,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.027,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",33.551,1180.8318631773855,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",35.011,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",33.909,-524.3716868952597,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",35.934,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",37.489,645.9104690398235,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",42.301,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",39.487,-1091.5995642834623,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",39.828,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",39.981,36.55350173964325,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",61.915,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",72.933,2651.3115783573685,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",74.92,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",152.23,18203.518563258174,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",168.81,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",179.57,2234.3981423935256,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",161.29,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",149.16,-2916.76401846356,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",145.41,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",136.69,-2157.848691852698,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",143.36,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",166.9,5373.485726684659,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",149.28,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",146.86,-675.8406427918162,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",150.69,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",159.29,2098.602083527403,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",172.43,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",190.94,4215.957948408235,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",208.58,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",201.55,-1544.762619204579,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",201.5,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",244.09,8915.199479496841,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",238.88,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",230.01,-1979.1931922145013,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",214.41,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",211.84,-661.186574004365,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",202.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",212.75,2486.7638919939927,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",216.2,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",196.09,-4835.111720263951,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",202.12,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",189.42,-2979.3504073361837,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",166.01,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",174.54,2169.501649950944,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",185.8,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",175.45,-2602.5167286427895,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",183.7,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",179.02,-1155.0499654550076,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",189.93,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",191.49,284.886037984892,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",190.29,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",191.08,115.7929360487251,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",177.9,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",172.12,-1430.9327465427996,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",150.62,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",146.67,-1126.9335281645544,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",146.14,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",146.56,58.40838638547575,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",98.79,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",90.03,-3578.1938993791773,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",96.31,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",90.24,-2329.148441496094,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",106.1,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",99.2,-2247.198039424158,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",99.93,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",99.36,-224.4028976528316,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",105.49,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",111.08,1617.720145157553,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",100.96,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",99.09,-656.9448571319735,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",94.42,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",88.3,-2139.980296116395,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",87.57,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",89.11,488.44850503030466,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",91.67,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",86.45,-1789.3117332861839,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",86.58,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",77.52,-3062.6787427250965,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",87.86,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",87.15,-244.86359586489198,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",97.59,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",95.73,-523.349176443804,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",88.19,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",83.2,-1452.815535393751,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",82.7,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",88.67,1670.9124137493636,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",94.89,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",127.49,8647.370434575663,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",105.9,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",102.49,-1139.3845921703978,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",101.25,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",98.0,-1097.8292329767573,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",93.31,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",89.8,-1235.8761220733104,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",87.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",83.15,-1690.8932263757779,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",57.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",52.26,-2537.177015429941,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",51.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",50.09,-955.9719517834455,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",50.88,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",49.89,-526.9731466738303,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",44.59,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",44.92,148.40643364629432,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",39.34,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",39.12,-174.04300146164314,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",39.05,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",38.64,-294.09009699605303,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",34.27,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",29.78,-3233.43450263653,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",34.19,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",34.4,100.45083453950065,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",38.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",40.14,1080.6747281916141,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",36.38,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",33.98,-1507.0133315441053,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",33.34,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",37.07,2304.9422028735135,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",36.77,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",41.44,2909.6755272514056,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",39.49,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",42.61,2023.2648571956852,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",42.53,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",40.99,-1056.5537223963147,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",41.31,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",43.9,1657.2010220704906,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.97,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",30.88,-1018.4233756263711,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",30.96,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",31.47,417.0899015644136,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.31,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",31.2,-1004.418287302673,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.96,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",30.89,-944.8434118268524,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.01,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",31.01,-36.64040705771549,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.4,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",35.41,2388.8440762527716,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",34.95,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",33.47,-1246.5093887952899,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.38,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",31.28,-963.8588683565758,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.58,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",31.93,-561.265593491953,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",33.69,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",32.18,-1189.0766384805393,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",34.52,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",32.94,-1157.5068615126365,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.63,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",32.42,-183.25174957422132,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.98,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",33.47,312.16756570293,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.54,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",30.17,-1054.1876811020993,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",30.2,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",30.0,-180.20370525064936,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",30.88,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",29.9,-738.2367185445146,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",30.08,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",30.18,41.42320989718064,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",28.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",28.34,-455.7720900364875,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",31.62,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",30.22,-965.0322529326986,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.07,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",32.4,179.22380892492947,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",32.31,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",33.78,897.0077658932823,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",33.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",32.73,-349.32907268907,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",14.53,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.92,-906.2569935715801,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",12.89,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.07,251.0610296929699,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",13.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.57,-522.9629617896026,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",13.66,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.68,1.235159945252235,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",13.73,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.48,-386.58955248186976,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",13.72,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.71,-41.17526622978403,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",9.74,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",13.1,6626.3767929064925,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",13.68,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",22.52,16702.871050407597,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",24.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",24.17,-1324.7070423181576,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",24.77,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",23.99,-1357.11312271122,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",26.05,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",24.02,-3165.6441062683734,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",24.18,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",24.19,-36.299907980675926,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",25.07,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",24.52,-856.7669624340779,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.39,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",20.31,-1860.4685783361128,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.76,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",24.98,4982.807745320752,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",19.67,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",19.24,-906.5368680886022,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",22.37,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",21.65,-1278.5111173671612,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",20.66,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",20.49,-354.2701758435651,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.16,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",20.34,-1462.9915026981253,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.98,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",23.96,3101.4843099523277,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",24.83,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",24.42,-681.9921397882063,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.8,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",21.09,-1270.1428460002862,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.46,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",21.65,269.18471490515367,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",22.49,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",22.19,-536.4192602455441,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",22.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",21.79,-759.9219162606678,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",22.86,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",21.91,-1507.6701800727096,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.68,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",21.98,417.73312120153423,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",22.44,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",21.66,-1229.7333092431945,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",20.88,-464.3986668914549,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",19.57,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",20.57,1605.991702905394,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",21.22,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",19.93,-2109.549924635583,1h
BUY,StochRSI_ADX,SOLUSDT,"(25, 45)",15.85,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(25, 45)",16.66,1581.1756713217183,1h
