type,scenario,backtest_pair,ema_periods,price,profit,timeframe
BUY,StochRSI,SOLUSDT,"(14, 26)",148.75,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",144.98,-8129.357287970663,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",150.63,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",148.43,-4735.267514143779,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",149.29,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",146.72,-5419.200220154598,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",150.62,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",148.77,-3909.369420096453,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",146.13,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",144.63,-3287.382695621229,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",146.77,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",171.9,47294.8150451259,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",173.73,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",172.27,-3193.8882790595526,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",182.09,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",176.82,-9786.922426067817,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",172.25,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",166.65,-10606.687006849155,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",167.16,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",159.66,-13981.269523256342,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",169.19,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",166.64,-4747.832295624248,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",167.89,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",174.01,9935.998915125034,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",176.06,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",174.91,-2327.600794360449,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",177.5,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",174.0,-6147.348119671631,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",156.86,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",154.21,-5212.97623286891,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",159.85,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",156.79,-5746.812127938552,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",150.09,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",148.69,-2939.6682447360363,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",151.48,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",149.85,-3296.524303209095,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",152.94,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",159.46,11039.643549862085,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",148.84,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",153.36,8075.459929291974,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",145.95,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",144.5,-3251.8217970199184,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",147.48,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",142.86,-9281.62526279589,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",134.09,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",144.17,20238.02922791784,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",146.23,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",143.12,-6677.074727729952,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",141.57,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",141.78,23.575112787541002,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",142.59,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",150.9,16374.917926316382,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",155.77,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",150.07,-11559.636658028001,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",151.58,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",151.28,-989.5306377632078,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",151.39,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",149.17,-4686.625382155587,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",150.83,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",160.45,17905.14393656986,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",161.89,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",161.15,-1821.117661943892,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",165.71,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",160.58,-9808.057009862969,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",162.08,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",176.61,25882.920587642933,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",177.58,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",191.61,24767.858054857992,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",184.48,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",183.66,-2010.4904804930557,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",181.39,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",175.7,-11203.4491975102,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",161.91,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",163.87,3539.711077196116,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",167.74,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",180.19,24338.41961075447,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",196.53,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",192.22,-8365.186577123764,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",192.62,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",186.53,-11562.139913227642,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",181.0,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",182.16,1695.6430425742292,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",198.53,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",198.31,-854.0797416255809,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",195.86,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",211.9,27325.21362037654,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",204.42,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",203.75,-1716.0693249186152,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",204.58,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",197.53,-13091.29768579756,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",202.12,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",207.06,8109.203585367184,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",202.24,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",204.33,3216.4113037943607,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",203.43,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",242.1,68546.76339818857,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",236.96,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",235.07,-4048.5568497070344,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",244.93,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",242.11,-5523.575496951817,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",240.51,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",239.5,-2364.5359562243684,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",203.7,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",201.17,-5802.499457746395,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",209.19,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",207.08,-4756.220232698135,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",209.19,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",206.69,-5464.667553085892,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",217.39,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",229.18,21334.432710447232,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",235.18,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",228.98,-11802.989360262814,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",230.67,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",230.86,-238.81428228371078,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",227.7,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",221.96,-10992.346559964935,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",196.46,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",195.89,-1730.2203787230537,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",198.54,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",195.12,-7458.055916830548,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",185.18,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",189.0,7555.04537654639,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",192.6,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",184.09,-18256.48203435674,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",191.53,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",199.68,15729.851034349878,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",201.36,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",199.82,-3601.3122642158414,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",200.85,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",199.69,-2830.3089921025094,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",196.78,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",195.35,-3394.0177581397584,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",198.5,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",195.56,-6292.849427392997,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",187.14,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",186.15,-2555.2829913792666,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",161.86,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",160.65,-3367.168883592589,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",161.79,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",157.6,-10263.108034459758,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",161.8,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",157.58,-10050.545637262054,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",139.92,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",140.04,-193.4233544295421,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",138.03,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",132.04,-15924.291189759795,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",140.05,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",132.21,-19484.919971032883,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",142.04,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",132.65,-21610.53196656407,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",129.34,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",129.76,551.0221835507546,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",137.81,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",136.66,-2914.9256744420854,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",142.91,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",139.68,-7108.990456233092,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",141.61,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",137.18,-9448.146825534699,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",138.51,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",133.48,-10546.887237046729,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",138.73,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",140.37,2804.072376943077,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",133.1,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",131.61,-3424.9149325808394,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",133.37,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",134.18,1254.3169410458067,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",142.1,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",136.17,-11634.430493097956,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",136.14,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",130.78,-10524.166285865504,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",135.5,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",132.2,-6377.3334811266395,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",132.14,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",132.74,757.2929621142684,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",130.49,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",124.94,-10631.73656915329,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",128.61,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",127.62,-2105.359112002887,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",126.77,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",123.67,-5928.005136467109,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",125.09,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",125.22,-80.90440979978302,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",125.23,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",125.16,-437.7208942072175,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",126.73,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",125.64,-2228.936690167815,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",123.07,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",120.06,-5704.868805110018,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",123.48,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",122.07,-2755.3022049106075,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",122.99,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",123.13,-55.83499503767234,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",124.71,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",124.86,-42.14211092927144,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",125.39,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",136.0,17647.091702208098,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",137.18,nan,1h
SELL,StochRSI,SOLUSDT,"(14, 26)",136.47,-1510.7051782784984,1h
BUY,StochRSI,SOLUSDT,"(14, 26)",138.44,nan,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",8.2456,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",8.3002,52.12936244542652,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",8.6818,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.2421,5258.637026074703,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",14.3406,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",12.2773,-2221.2304229112233,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.3156,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",14.2587,907.4722242774915,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",14.1552,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.9345,-237.51709422237036,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",15.8338,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",14.1552,-1475.9098892490238,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",14.3317,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",12.689,-1423.1651081141845,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",18.0645,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",26.4067,4993.130219576866,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",26.9631,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",26.1271,-513.0438201180586,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",30.4763,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",43.865,6708.414076489731,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",45.025,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",42.854,-1092.5168876984935,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",44.869,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",41.049,-1810.99111271519,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",43.654,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",34.988,-3822.137395128324,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",41.45,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",36.624,-1803.0280095971848,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",39.981,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",36.82,-1086.3706816466656,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",35.51,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.345,-774.4179455653739,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",36.264,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.466,-1235.7261487751548,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.056,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",71.305,12730.244271484908,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",93.95,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",160.23,16279.43779281585,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",161.54,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",154.38,-1800.5636855050325,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",156.69,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",158.47,374.2436743680737,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",163.57,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",158.86,-1146.0742582410894,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",157.82,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",155.78,-527.3903946498322,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",182.6,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",195.41,2494.5087078201977,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",197.04,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",195.7,-318.0273506697631,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",204.69,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",239.04,6399.6240797114515,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",239.76,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",219.04,-3938.507880745732,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",220.45,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",205.7,-2794.830155105381,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",224.24,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",196.09,-4839.200021388926,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",192.08,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",176.46,-2753.8516680499197,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",101.6,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",87.71,-4218.078247371759,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",91.12,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",112.95,6270.698167614959,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",39.86,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",34.05,-4796.039830579961,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",35.85,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.93,-1527.8839207557976,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",37.36,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",41.33,2755.269146276558,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",41.93,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",41.49,-345.2761183774819,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",42.5,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",39.28,-2213.2674812563673,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",41.31,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",44.0,1686.6667823225398,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",37.14,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.0,-3178.0089703227677,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.72,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.12,-479.5389796922864,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.58,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.84,-574.3237501658332,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.52,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.72,-604.659460558425,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.93,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",31.64,-946.4720055389043,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",36.01,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",30.78,-3281.934202270415,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",31.62,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.82,698.225519871794,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",14.12,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.01,-1584.3421400485968,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.65,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.65,10652.176895340319,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.57,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.32,-1508.4971754609833,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.34,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.21,-184.40481120381082,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.32,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.47,-987.5266445824964,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",23.56,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.88,318.8883303171024,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.18,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.87,-1602.1593850570025,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.96,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.52,-557.5608650227696,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.8,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.54,-338.3782015715333,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.98,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.33,-712.5836904976823,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.33,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.19,-178.67202453127902,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.64,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.05,-634.7259222403554,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.46,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.16,-1332.6287951065897,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",21.28,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.93,-1371.307341994012,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",18.28,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",25.54,7827.7255279519995,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",26.48,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",25.79,-757.7563506332772,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.94,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.64,-360.4616267107849,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.22,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.09,-1272.5236143757647,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.03,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.52,-677.1870196247073,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.21,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.33,2539.033325308337,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",23.93,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",58.01,38510.90552599917,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",59.06,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",56.27,-3187.2338032643165,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",57.14,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",55.06,-2356.737621670727,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",59.31,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",67.56,8260.332872323088,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",71.65,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",70.73,-971.8151770602417,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",73.67,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",101.8,25590.821130587356,4h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",109.61,nan,4h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",97.38,-10486.927176606841,4h
